tweet,user_name,country,user_location,language
remember in england asian means middle eastern amp pakistani muslim england isn t safe for the english anymore ,Michele di Falc ,NONE,NONE,en
who was being stalked by an unsub who killed people to further lila s career ,Reid,NONE,NONE,en
i see this cultural elitism cooking up and my black ass is willing to admit some of the blavitity blacks got bullied out of acceptance by,Daddyo,NONE,NONE,en
i liked a video north korea woman abused by official,bedwen,NONE,NONE,en
you mean drag you down for your racist and sexist remarks ,lefty,NONE,USA,en
proud of you for standing up for your beliefs ,Valentine Leon Hemm,NONE,USA,en
hes even worse now than he was when he was being chased by a fucking criminal organization and was being ,inej ghafa apologist,NONE,NONE,en
is getting bullied by a 10 year old rn,spliffany ,NONE,USA,en
when twitter won t reply to your messages about a rape threat just shake it off ,m o l l y stewart ,NONE,NONE,en
jstead yeah that would make sense because there was proof that rice abused h , ,NONE,USA,en
sadly i have learned firsthand there is no riding in on a white horse and saving an abused woman they have to save themselves ,Shrikefem Real XX,NONE,NONE,en
bitch he s been in maybe 5 public relationships and he s only abused one fuck you and your false ass info ,bbYM,NONE,NONE,en
you attack bully and harass a very nice man who happens to be black and supports it s ou ,Pam,NONE,NONE,en
the only group that should never play yaja time again is mamamoo haha poor yeba will get bullied real hard by the fatal maknae,kh,NONE,NONE,en
unlike the 3 women bullied by male organizers of zioness is lawyered up zioness will integrate ,Buber Zionist,NONE,NONE,en
i feel no sympathy for athletes who get suspended because they hit abused assaulted a woman,Julian Mac,NONE,USA,en
i get bullied by girls at my school some times but i just deal with it because no matter what you do they won t stop,Nina morrison,NONE,USA,en
hes been bullied by everyone since he was a fucking child and then he was being chased by the most dangerous crimin ,inej ghafa apologist,NONE,NONE,en
online u complain office public place work educataion place u complain then what is left social media apps u r harr ,Politician,NONE,NONE,en
in the nfl s eyes zeke is a woman abuser maybe you shouldn t be making money on his j ,Scott Wright,NONE,NONE,en
i was bullied by boys a lot growing up too skinny not having big enough boobies i m so over this place y all call earth but i m not ,M,NONE,USA,en
guys do not abuse a female trustequal,Ryan Kraus,NONE,USA,en
it would be nice if you cared about the children being tortured bullied raped and murdered by illegals , Great Living,NONE,NONE,en
and people wonder why goddell is a joke if you think someone abused a woman and you say you have evidence 6 games is a fucking joke,Z,NONE,USA,en
a white woman once abused me and called me a dog olu jacobs ,All Naija Ent ,NONE,Nigeria,en
i refuse the be bullied by gentrifiers,Dylan F Finland,NONE,NONE,en
most rational people would consider saying you get to rape ,Nancy,NONE,USA,en
what sandell said isnt a fucking rape threat it s just a gross statement about a woman stop taking away the seriousness of rape ,emma,NONE,NONE,en
when he has only abused one woman ,poppinforcb,NONE,NONE,en
single dad and son move into a a cabin stalked by four lurking spirits the sensible woman lives ,SpoopyMovieGenerator,NONE,NONE,en
so basically what he s saying is its the woman fault that s she s being abused she shouldn t make ,DC MarvelFan,NONE,NONE,en
a white woman once abused me and called me a dog olu jacobs ,All Naija Ent ,NONE,Nigeria,en
the same person made me miserable in 8th grade after i left another school from being bullied by one girl for 6 years ,Kathryn Hoschar,NONE,USA,en
but we have to slip in our threat of rape even if it s a sham jammfwonks, DrownedInMoonlight,NONE,USA,en
you know you can get a restraining order by saying he stalked you for 18 years bro russoisdumb cultofcornette ,Canadiensfan2010,NONE,Canada,en
i am being harrassed by and idk how much i can take before i fly to her and fight her to the death ,Robbie D Amato,NONE,NONE,en
oh wow you completely missed the point harrassment does drive women into silence how do we know which rape or de ,Alice Herring,NONE,USA,en
took 30 years a breakdown amp a year of therapy to see i was emotionally abused read up on cognitive dissonance ins ,BiblioBags ,NONE,NONE,en
will an w o abuse against women ever exist hard to be a female footbal fan sad tradition to start the yr ,Valerie Piraino,NONE,USA,en
i know we love sports amp tend to put that above all else but re elliott let s not lose sight that there s a woman that was likely abused,Shaun,NONE,USA,en
i m getting bullied by neo and julia smh ,Tony Tony Choppah,NONE,NONE,en
you see someone getting bullied and you just walk by then this dude roll up on you wyd, T yler Lag iness,NONE,NONE,en
anyone who bitches about a professional athlete not being able to play cause he abused a woman is a fucking idiot youknowwhoyouare idiot,Felipe Moreno,NONE,USA,en
i m not gonna be bullied by sum1 who doesnt know me so enjoy telling others how horrible of a person i am amp that my true colors showed ,Paige Alexandra,NONE,USA,en
i was bullied and harassed terribly by bernie supporters will never forget ,Mandy Kilpatrick,NONE,NONE,en
you see someone get bullied but you walk right by it then this guy rolls up on you wyd , T yler Lag iness,NONE,NONE,en
im bullied to much by you all,yak,NONE,NONE,en
i m getting bullied by colin and hope i choke in my sleep ahhh,ChiBot,NONE,NONE,en
what advice would you give to ppl bullied by their parents ,Michelle Martinez,NONE,NONE,en
so he gets suspended she will live her life as an abused woman how is nfl going to help her ,Adele Jones,NONE,USA,en
english 101 a tweet saying i hope you get raped while crass is not a rape threat the phrase kill yourself is not a threat ,Punished Ebola,NONE,NONE,en
help i m trapped in a light novel about being bullied by my senpais who are also toaster pastry enthusiasts,true doom meidohead,NONE,NONE,en
why did she tell hollywood she s a christian and or votes republican if not she has no idea what being bullied ,Rob Laurich,NONE,NONE,en
if you blame female victims of abuse and rape for what happened to them you are not someone i want anywhere close to me ,spinny ninjys,NONE,NONE,en
for a wow i have been bullied by a person but it is nice to see this person get bullied and they can t do anything about it,jerry harvell,NONE,NONE,en
this shot happens constantly to men women bully men then cl ,Lord Porg,NONE,NONE,en
the others were spent talking about female abuse as if because it happens more it matters more ,spinny ninjys,NONE,NONE,en
it is when they try to make it seem like she s a liar and that she left for fame her ego , RSS ,NONE,NONE,en
if that were my son there s be a lot of dead bullies by lunchtime before i took my own life ,Female Dr Evil ,NONE,NONE,en
so people are against woman abuse until it s bonang that gets abused ,SupermegaFan ,NONE,South Africa,en
female coworkers who are prior abuse victims have heard all that we need to from you you re not safe you re not even a decent guy ,Merry,NONE,USA,en
thanks truth so essential to let people know that being bullied mocked me by haters ,Gloria Law,NONE,USA,en
why am i being bullied by a spastic yasuo one trick and a nami abuser at 3am, PP Alex ,United Kingdom,UK,en
while this is very sad i m going to carry on be strong and abuse the shit out of y next female prostitute in honor of well uh see ,Jay,NONE,NONE,en
it wouldn t have been good i thought it was hypocritical to see you calling people bullies when i ,Melissa,NONE,NONE,en
woman files lawsuit alleging her disabled son was abused by former school bus driver ,FOX40 News,NONE,USA,en
sexual abuse of female prisoners ,Lisa Beckles,NONE,NONE,en
i m surprised and disappointed that you abused a woman i strongly disagree w domestic abuse you g ,Daniel Fanning,United States,USA,en
i admire your conviction n integrity sorry for intolerable insensitive whims of the left stay strong ,Nedra Williams,United States,USA,en
who s telling this story me or you six or seven of us were being stalked by the legendary optical immunologists somewhere near brachium iv,Kup s War Stories,NONE,NONE,en
first behave properly with a woman your mom has been abused by everybody this is the upbringing you are ,Wooden Planters ,NONE,NONE,en
by asian they mean muslim muslims arent asians this false media crap has to cease ,Andy the Viking,NONE,NONE,en
mom i m being bullied by 15 year olds,im pen but stronger,NONE,NONE,en
after 17 year old ragini dubey s death in a savage attack allegedly by a gang that had harassed and stalked her fo ,Afeef Ibn Albra,NONE,NONE,en
help i m being bullied by my tiny friend,Milk Fast,NONE,NONE,en
the problem being you did know you were told by the parent of the bullied kid parents have blinders about their children,In The O ,NONE,Canada,en
its about these spoiled rich kids from nyc and their social lives at their school are pretty much sta ,H C ,NONE,NONE,en
salty bullied me when i was sleepy by making my phone go crazy ,LazyNinja,NONE,NONE,en
i am sure the experience has made you even stronger and more resolute to destroy facism and liberalism in californi , BasedMAGA Force ,NONE,NONE,en
more concerning the one public defender gets bullied by commission asking her why she does a good job as a public ,Rory Fleming,NONE,USA,en
have you ever felt you are being stalked by someone that always calls you dear that word gives me the creeps ,Flowergirl89,NONE,NONE,en
this is all a headcanon in no way something i would push as to be the real thing he should be bullied by all boys ,Salameanderer Mars,NONE,USA,en
how can a young man who is bullied and tormented by his peers find the grace of forgiveness read me to find out ,J R Pitts,NONE,USA,en
more concerning a public defender gets bullied by commission asking her why she does a good job as a public defend ,Rory Fleming,NONE,USA,en
don t get cheated by a cornbread con man sandvichbot,S ,NONE,NONE,en
i want sarah to win cbb but i also don t want her being bullied and tortured by all the braindeads around her i think she needs to leave ,Adem Eve,NONE,NONE,en
i got bullied by friends,Katie D,NONE,NONE,en
when you are blocked from an account that you have never even open before like are you scared to be stalked by me cause i never did ,krsv ,NONE,UK,en
anti cyber bullying site gets cyber bullied by 4chan vocativ ,My Country,NONE,NONE,en
i ve been reading amp being a us diplomat in rusia no easy job they ve been harrassed amp in some cases rough ,,NONE,NONE,en
the exact gym he s talking about i use to be a member of i was considering going back but after what they did to ,Jeff Johnson,NONE,NONE,en
what gets me is the people who aren t so lucky and gets bullied by people who are afraid to come out face to face to say something ,John,NONE,NONE,en
i can no more be bullied by his fans so if you are followin me to start something over him best not be followin me to harm me,Sheri Lynn Pritchett,NONE,NONE,en
mess with dana you don t have grounds or substantiated cause nor the huevos you cowards will be bullied ,Sharleen Maldonado,NONE,NONE,en
when you coming to toronto canada i m being harrassed by a 10 year old about you lol,Michael Cook,NONE,NONE,en
italian woman get abused teen gymnast sex ,Eloise Garcia,NONE,NONE,en
time to boycott equinox gym in los angeles this gentleman was treated poorly ,Susza Conahan,NONE,USA,en
story time i was cyber bullied by twitter user dallnweek,libbAYE,NONE,USA,en
or a harrowing birthing experience for her,Jessica Shaw,NONE,USA,en
watching 20 20 and this woman was accused of murdering her abusive husband and all i can think is he abused her why should i care ,Payton Avery,NONE,NONE,en
wow u unfollowed me for being bullied by muslims i am mad really i buy your at 245 a year ,AllySugarAddict,NONE,USA,en
man baby fired from a well paid job for making sexist remarks thinks that makes him solzhenitsyn ,Neal Curtis,NONE,New Zealand,en
dantas should start at this point amp don t get me started on williams she s regressed so much see , ,NONE,USA,en
ezekiel elliott suspended for 6 games substantial evidence he abused woman ,Celebrity News,NONE,USA,en
kolasinac 8 bullied mahrez and did well going forward fantastic signing mad ting by wengz,James,NONE,NONE,en
so what if the woman that was abused cooperated with the amp not the police only thing i can think of right now with ezekiel elliot,Trey Wallace,NONE,USA,en
i m being cyber bullied by my own fucking wife wtf,nicolhee mokang,NONE,USA,en
clooney naked drunk woman abused nude ,Camille Walker,NONE,NONE,en
and then you realize that they don t rlly care abt how their fans feel after all the outrage from their sexist remarks,ella,NONE,NONE,en
you don t have to be scared of the police or worry about your children being bullied or killed by the people that are supposed to protect, ,NONE,NONE,en
he ll be gone or cheated by the time the jitt get here ,Armando Mart nez,NONE,USA,en
i have been physical bullied by someone and i have 1 scar plz i m not joking plz like this to get to ,Cameron Ivey,NONE,USA,en
bullied by some goons,Zach,NONE,USA,en
plus it s gonna be payback to murkowski for her hc vote that she couldn t be bullied amp ,Janis Collins Hutton,NONE,USA,en
male fuck female facial abuse sex ,Olivia Clark,NONE,NONE,en
1 or 2 i was reporting 1 death rape threat a week for over a year that s at least 52 c ,objkshn,NONE,USA,en
an abused woman who was failed by our justice system how sad abc2020,Kelly,NONE,NONE,en
omfg i was literally just stalked by someone who follows me on snapchat they sent me screenshots of them coming to my address omfg,Glory,NONE,NONE,en
why juul when you can vape and be as equally bullied by everyone else,Aar n Ford The Fifth,NONE,USA,en
every woman has that power don t ever stay in a situation where you are being abused livepd,Stephanie Stuart,NONE,USA,en
the pregnant woman being bullied by her husband wwyd,Ryan Tavis,NONE,NONE,en
he must got bullied by seniors at work so bad that he can t bear to see twice and gfriend being happy and successful lol,Wassup I m Octopus,NONE,UK,en
amatuer porn sex black men fuck and abuse white teen female sex stories ,Emily Ross,NONE,NONE,en
woman and her father who beat her husband to death in self defense i think she was abused and i think it was in self defense ,Nancy Paschal,United States,NONE,en
your wcw has fire powers and is semi stalked by usagi it s rei rei is your wcw trooplovegood,Counselor Fireball,NONE,USA,en
you didn t even follow me i quote tweet every rape death threat before i report and block ,objkshn,NONE,USA,en
lampen re taylorswift you included amberheard as a victim of abuse she was given 2 yr probation for abusing her female partner ,Laura B,NONE,USA,en
being stalked by a guy ugh have a life what a loser how pathetic me stalking someone how cute of me im such a loving person he s so lucky ,Devilness,NONE,Saudi Arabia,en
by pressing hard you mean attacked her and bullied her i know this bc i have a liberal handbook here that says tha ,aka Muad Dib ,NONE,USA,en
i am so disgusted at journalists who won t take 5 seconds to do any proper research before writing these articles ,Laura B,NONE,USA,en
keep trying apart is easily bullied by with me he can stand upright and strong ,Spine Heller,NONE,USA,en
i wouldn t say that rush beats up on backups gets bullied by starters ,Nothing But Niners,NONE,NONE,en
yep 18 years later amp we re still being bullied by a kim ding dong ,J Hunt ,United States,USA,en
she was but then uber rape victim and guber founder threatened t ,The Loebricator,NONE,USA,en
glend amanda holpuch amberheard was given 2 yr probation domestic abuse against her female partner article ,Laura B,NONE,USA,en
an uber driver was arrested from ghaziabad on friday after a 27 year old woman alleged that he abused and threaten ,Afeef Ibn Albra,NONE,NONE,en
literally being stalked by izumi help him always scared of dragging trickstar down with his skills a good boy,Kaorubunga,NONE,NONE,en
like i have said many times it s called fascism it s alive and well especially in california ,Scott Miller,NONE,USA,en
check your facts amberheard abused her female partner she withdrew abuse claims amp judge dismissed with ,Laura B,NONE,USA,en
shame on u what if it is reversed you will cry intolerance right ,RAVI KUMAR Yuvraj ,NONE,NONE,en
harrassed liberallogic liberalismisamentaldisorder violentleft demex demexit ,We The People MAGA,NONE,NONE,und
i was literally just bitching to someone that i get stalked by some crazy bitches friends tragic,Roseanna ,NONE,NONE,en
she is an abused woman ptsd depression anxiety after what she lived with she has little confidence in speaking,Christi Peach,NONE,NONE,en
i feel like this is somehow some girl getting bullied by everyone in school ,money honey ,NONE,NONE,en
is this corporate policy or is this going to be addressed by management ,Richard Deen,NONE,NONE,en
breaking putin stalked by unholy gang of small boys dressed as stevie wonder shallow grave,Confewsinternational,NONE,NONE,en
this the dude that was bullied by black kids in hs ,Rick Grider ,NONE,USA,en
i am a freshman at ur highschool and i get bullied by tanner help me can u help me ,Abhi,NONE,NONE,en
i despise how the the accusation of racism is abused but don t start yelling at a woman like a punk ass little f ck w out proof of anything , ,NONE,USA,en
all that cultural enrichment brought in by the political monsters of civilized countries ,CanadaInPeril,NONE,NONE,en
author and teacher kenneth rogers shares harrowingly graphic details of the sexual abuse he endured at the hands ,Rae Tyree,NONE,NONE,en
a woman has been sexually abused,RESPECT,NONE,NONE,en
mfc you crack down on everything but won t respond to a rape threat wtf is wrong with you,Max,NONE,USA,en
i m being bullied by marcos van dalen saynotobully,Andres Diaz,NONE,NONE,en
abc2020 i 100 believe the father daughter she is so been an abused woman jury s only hear what courts allow ,yonna jordan,NONE,NONE,en
stalked by demons protected by angels ,erikG,NONE,NONE,en
you can tell when a woman has been abused just saying,yonna jordan,NONE,NONE,en
so in love please dawn tell me how calling teenagers who get bullied by other teena ,Kayden Nicole,NONE,NONE,en
daddy i m also going to have to mute you after this i don t much care for the sexist remarks u , Smash it Sam ,NONE,USA,en
every white teen being bullied by brown people and blamed for everything by their teacher ,Alt Right Sparky,NONE,NONE,en
you ve abused and exploited the resources of my love and patience and your access to me is revoked unless you ve ea ,Indignant Whore ,NONE,NONE,en
will there be any outrage by fake liberals or for them killing hindu is a secular act amp not worth wasting time ,Manish Trivedi ,NONE,India,en
then what award is to be given to a lady who was raped amp stalked by congress mla in kerala recently ,Raghavendra Upadhya,NONE,India,en
how horrible times are when a woman says they have been abused and people ridiculed her and say hor ,Rutilio medina,NONE,USA,en
abc2020 i believe the father daughter she has been an abused woman the jury s only hear what courts allow,who,NONE,NONE,en
he can expect to be harrassed and bullied by the lunatics of the camp of saints readin alt right for daring to sp ,Alicia Norman,NONE,USA,en
defends lena dunham and taylor swift but doesn t acknowledge the abuse of her own black female lead i can t , Sheri ,NONE,NONE,en
disgusting behaviour by the left once again this just blows my mind ,Manda,NONE,Canada,en
no matter what the vulgar left gt gt like anti american lt lt will show their true face boycottequinox , ,NONE,NONE,en
but the left are such gental insert pronoun here ,Zachary Jensen,NONE,USA,en
i have been bullied by words before ,Macchiat ,NONE,Malaysia ,en
rape and impregnation the latest threat by classdojo they succeeded in the other threats do i have to die first ,Shabana Jameel MEd,NONE,USA,en
just be honest you got bullied around the ring by mcgregor it s nothing to be ashamed about you got beat by sam eggington, ,NONE,NONE,en
bengaluru bengaluru cops rescue abducted woman with the help of an autodriver ,IBTimes India,NONE,India,en
twenty years on ellen opens up about being bullied by hollywood ,QNews,NONE,Australia,en
i do remember the bit with bobby flay getting bullied by his tv mates in full detail,domo,NONE,NONE,en
we ve all been bullied by the box they ship us in ,Niqui,NONE,USA,en
hold on let me understand this this player abused at least two woman and was handed a six game ,Chris Hawks,NONE,USA,en
so every abused woman without proof is just s liar tell that to the ones who end up dead because no ,Tiffany,NONE,USA,en
can you imagine being bullied by someone into saying you love them wow glad i can t relate ,dash,NONE,NONE,en
why didn t you tell the woman who had a tpo there were places like sister care for abused women abusers leave you no money they isolate,Michelle Walker Ingl,NONE,NONE,en
have you imagine svt actually stalked us esp during csd those who maybe stalked by them are so lucky ,aina exams ,NONE,NONE,en
dtammons playing the white woman breast is reaching he abused sexually assualted a woman he deserves a suspens , FultzToPhilly,NONE,NONE,en
gfriend yes i m an army and a buddy myself i support both groups the same way it s so sad ,Seokjean ,NONE,NONE,en
western culture and our children are being destroyed by design it s a zionist plot why do you think the adl is ,SGTreport,NONE,NONE,en
unwarranted harassment of by employees is par for the lefty course no safe spaces for trump s ,Ellen Streiff,NONE,USA,en
i can t imagine how you feel i ve been bullied by one person and it was horrible never an entire group of idiots ,Harlow,NONE,NONE,en
the bullying card is being played too often by some waspi women there s one proven bully amp we know who she is ,WeAreThe48 ,NONE,UK,en
what does this even mean transphobically abused what ,It s Jon,NONE,NONE,en
the bullying card is being played too often by some waspi women there s one proven bully amp we know where she w ,WeAreThe48 ,NONE,UK,en
even at san s route impey is still bullied this time both by victor and dela chan ahaha coderea , ,NONE,NONE,en
stalked by village head s son class 12 girl stabbed to death in up via ,animesh kumar,NONE,India,en
they blocked the photo ,catherine annette,NONE,NONE,en
in fact because i was a beginner there are about 2 users who stalked and followed me indefinitely that also been bl cked by myself ,Kazuhikoyuku,NONE,NONE,en
i feel so sorry for the lost souls who have to ask these questions unless they re being stalked by tiffany ,Tim Kittel,NONE,NONE,en
paulie talked all that shit and then got humiliated and ran home after being bullied on his own block by a mma guy ,Flawda,NONE,USA,en
woman abused in front of cops prank via ,Wave Empire,NONE,NONE,en
paulie been trash since ab took his belt and his girl ,Jerry Jr ,NONE,NONE,en
i was stalked by my colleague iwasstalkedbymycolleague liferelationships ,WomanS Tale,NONE,NONE,en
girl stalked by voyeur cam in toilet ,Teresia Cregger,NONE,NONE,en
when you forget to use a comma so a complaint turns into a rape threat ,Jimbus,NONE,UK,en
i swear i ll rather br kicked out of school than give a fuck about some group s feelings i will not be bullied by social justice fascist ,Moff Weiskiller,NONE,NONE,en
what is this true surely not you re scared of someone with a different opinion ,PG1701,NONE,UK ,en
the entire state of californication is libtarded steer clear ,dan kelley,United States,USA,en
girl stfu let people live their own lives and travel home without being harrassed ,Andrew,NONE,Australia,en
me when i come home after being bullied by my customers and my roommate starts arguing with me ,s,NONE,NONE,en
the woman was dragged out of an empty coach and taken to an empty shop ,Vidhya Krishnan,NONE,India,en
kai said it bts never mocked latinx what r u smoking neither did they dodged pride flag exo sang bout rape amp kee ,anya LOVE YOURSELF,NONE,NONE,en
it s 6 30am two local criminals have already come in drunk yelled at me multiple times and made sexist remarks amazing,Jenbee ,United Kingdom,UK,en
i this this guy stalked my insta and liked a picture by mistake ,b,NONE,Canada,en
i rather to be recognized as a bad person than bullied by a good person,Aliana,NONE,Malaysia ,en
your fav was cheated and kicked by every man she is alone defends her pedob ,HOLD UP ,NONE,NONE,en
we re out at 11pm and being stalked by the family cat why tonight, alli ,NONE,USA,en
are you people insane what is the matter with your idiots in la you people on the left just can t resist ,TopazSkylark,United States,USA,en
why is it that cactus juice is stalked by crazed fans from a watch factory ,Did You Know ,NONE,USA,en
female student harassed threatened by college after insisting her boyfriend did not abuse her ,M nnlicher Mensch,NONE,Germany,en
have u ever been bullied by someone b4 and then thought of them and instantly wanted to throw up bc me my cousin,alexis ebalo,United States,USA,en
