tweet,user_name,country,user_location,language
student is bullied for being albino then she gets payback by becoming a model ,Puns,NONE,NONE,en
after facing an unusual amount of verbal abuse online the last week this tweet deeply resonates with me ,Phaedra,NONE,Germany,en
he ll never be with an older woman he will mentally fall back in to being the abused boy again rkelly,Nevada,NONE,NONE,en
fgm female genital mutilation is a islamic authorized form of child abuse why is the world silent 1500300046,Zvi Lando,NONE,Israel,en
in beta she made a fair few sexist remarks too and this is coming from a woman ,SimonSFranklin ,NONE,United Kingdom,en
true we don t v to be bullied by any player or club,Esma eil,NONE,NONE,en
gonna watch kyungsoo s ass get bullied by mean girls tomorrow in the eating show exo, what u do shar ,NONE,USA,en
bullied by don lemon is a complete disaster ,Donald J Tron,NONE,USA,en
parsons fascinating are you being stalked by death oh dear never mind ,Mike Beere,NONE,United Kingdom,en
but only the labour party fillibustered out discussion of the abuse of female mps last night the debate on 14 2 ,Tony Edwards,NONE,NONE,en
help im getting bullied by this girl idk what to do , ,NONE,Australia,en
scifi can a coward save a kingdom he is also stalked by something far deadlier an assassin he once loved ,PGPbooks,NONE,NONE,en
beyhive the next cia ,mena,NONE,NONE,en
i dropped my brother off at daycare and this white dude was getting bullied by his son , Dante ,NONE,NONE,en
cock tangled in ropes and abuse in female domination sex video with cruel hot lady ,Allison Pangallo,NONE,NONE,en
that s terrifying glad that you are okay ,Vj,NONE,India,en
i m nervous about work next month cause they never like me i m low key bullied by adults smh,meliss,NONE,NONE,en
i still don t believe this tweet is real ,CCI,NONE,NONE,en
wicker reign of terror over for now they graduated from wannabes to has beens rookies should of never bu ,Lee dee,NONE,NONE,en
no the smart one are standing up for the constituents and no being bullied by u ,GreatWhiteNorth,NONE,NONE,en
kessie is shit he got bullied by kondogbia via interisti a month ago ,Nikita Fesyukov,NONE,Czech Republic,en
i literally left my bed to get bullied by saki ,i love rick,NONE,NONE,en
buuuullllllshit this girl would ve been loved by the boys and been popular with the girls at my school ,Reichmaster Fash,NONE,NONE,en
that tweet will never get old ,Niamh,NONE,NONE,en
as i say ready other newspapers or online comment prevented d ,Warm smell of colita,United Kingdom,Northern Ireland,en
clit medium rahurrrr stalked by their favs fire meets gasoline ballie fanfic sex , ash,NONE,NONE,en
being stalked by evil spirits a concept , ,NONE,NONE,en
tbh getting bullied by shelly is the worst thing thats ever happened to me,BIG WhatUDo intl,NONE,NONE,en
help i m being bullied by twitter user , miru ,NONE,NONE,en
quit get up say no words and go tf home tell ya mom you re being bullied by your peers and y all need to move ,Don Billingsley,NONE,NONE,en
that is what liberals progressives msm don t want people to know to blindly accept them by the fear of ,BasedStickPanda ,NONE,USA,en
nicknocturne guys i am being stalked and threatened by a monster but it would really help if you bought ,Ned,NONE,NONE,en
right mam saying shame on you to someone is not abuse and so is calling female suppor ,Varun B,NONE,NONE,en
it has collapsed because the american people have said no to this bill we are not going to be bullied by these rep ,Sylvia Baird,NONE,NONE,en
i was bullied by stan twitter yesterday im still in shock ,allan,NONE,NONE,en
okay y all mean and extra for this but iconic ,trade ,NONE,NONE,en
that s why they act as a bunch of confused fools who just can t stand by sound amp solid pol ,THEMBA MASA,NONE,South Africa,en
what kinda fuckery is this lmao ,juanita,Jamaica,Jamaica ,en
bambs fair enough i understand but i daresay he has been bullied having ld ,Helen,NONE,United Kingdom,en
lisa vote yes don t be bullied by this,Lenny,NONE,NONE,en
if you are bullied remember it s because bullies are pathetic worthless beings that feel threatened by you don t give them power bullies,I Am Rayn c ,NONE,NONE,en
i liked getting stalked by one person ,Ms India,NONE,NONE,en
woman abused at 13 by her uncle who refused to let her see her mum if she didn t let him touch her ,The Sun North West,NONE,United Kingdom,en
this entire thread hahahaha ,Rex,NONE,NONE,en
it is heart warming to know that there is somewhere an abused woman or child can get help support ahos ,YehBaby,NONE,South Africa,en
this is the news brad pitt s monkey s uncle stalked by inhumane skate park gender reassignment,Confewsinternational,NONE,NONE,en
it s child abuse ,The Cutbanks,NONE,United Kingdom,en
so an abused woman has to take actions for their choices are you serious would you say the same for rape victims ,Andrae Schuerch,NONE,USA,en
thanks for thinking of your fellow kansans don t be bullied by the uninformed ,Ginger Howes,NONE,USA,en
commentator said he was on the field against milan but didn t do squat but miss a free open shot fro , ,NONE,USA,en
aside from the fact that i get bullied by my own sister and my family does nothing about it i still love myself and it makes me better , ,NONE,NONE,en
i love loyalty the man who s cheated on his 3 wives ,Richard Kallus,NONE,USA,en
i wasnt able to do anything about it cuz i was scared and i fear being further more harrassed by this fucking asshole , Lisa Rowe ,NONE,NONE,en
my girl is getting stalked by an l y allll kshsjdk im giggling like a bitch ,hixtape nadd,NONE,NONE,en
i can t believe i m being bullied by a 15 year old ,Liv Livvie Olivia,NONE,USA,en
in an exclusive essay pretty little liars showrunner i marlene king talks being bullied by fans ,Ruchi Krishna,NONE,NONE,en
crap no stranger to being stalked by exes but this is ridiculous ,A Rascal,NONE,USA,en
i strongly discourage enabling military health care systems worldwide abuse any female for sadist acts amp unwanted pregnancies or procreation,Daya,NONE,NONE,en
alot of celebrities get bullied on social media by fans n then ppl wonder y celebrities are so distant from yall ,Son e Victorious,NONE,USA,en
throwing sexist remarks in a group of high school friends over and over just to get kicked , ,NONE,NONE,en
i never said men weren t abused but when a man reports it vs a woman the man is taken s ,Kacy ,NONE,NONE,en
rude man honks at old woman crossing walkway her revenge is brilliant ,William Ickes,NONE,France,en
can anyone make a movie where 100 men are in the basement crying for 2 hrs straight and there being abused by woman ,Tommy,NONE,USA,en
it s on their blood ,marian ia,NONE,NONE,en
fgm female genital mutilation is a islamic authorized form of child abuse why is the world silent 1500357354,Zvi Lando,NONE,Israel,en
rude man honks at old woman crossing walkway her revenge is brilliant ,Kelly Cogswell,NONE,USA,en
lowkey still laughing at this ,AHandful ,NONE,USA,en
what gets me to is why women aren t as bothered by the sexist remarks behaviors men exhibit like they ,ADAKU,NONE,NONE,en
greatest thread ever ,evrim ,NONE,Australia,en
a historical battle for the hive ,b neless clutch g d ,NONE,USA,en
wanted to bring up how he abused woman and started bringing race into how playe ,Patriots Extra,NONE,NONE,en
scary please read ,HK,NONE,India,en
we can t deny that the rampant sexual abuse of female soldiers is leaving them ,M W Knight,NONE,USA,en
really hunting him he has been tweeting about it he spoke 2 police he says he was protecting his black girlfrien ,Brexit Bill,NONE,NONE,en
woman here are abused and can do nothing without the permission of her make guardians as if she a kido,Stone,NONE,NONE,en
in all seriousness imagine ney in the pl will get absolutely bullied by the physicality ,SignTheRooster ,NONE,NONE,en
a 16 year old girl took her own life by hanging after she was bullied at school , ,NONE,NONE,ja
your party has the majority dumbass maybe the senate is tired of being bullied by a traitor ,The Underground,NONE,USA,en
be respectful amp unique stand up for urself amp forget the insults remember the compliments amp don t allow urself to be bullied by anyone ,Autumn,NONE,USA,en
being bullied by anthony mackie and sebastian stan ,Samantha Escueta,NONE,NONE,en
i m still crying ,bitch ,NONE,USA,en
student is bullied for being albino then she gets payback by becoming a model ,THE Hollywood Report,NONE,NONE,en
if this didn t happen you re a liar if this did happen you just admitted to being bullied by little kids amp i d ,QueenOfTheLibtards ,NONE,NONE,en
my page literally gets stalked by males and females it s sickening ,Kira ,NONE,NONE,en
pretty sure twill running shirtless in the street being stalked by tmz is the least of their worries ,Dallas Cowboys,NONE,NONE,en
finish writing story about woman being stalked by dingo in the bush try to go to sleep do not sleep research involved spiders no sleep ,Adara,NONE,Australia,en
i like being stalked by certain people ,Skieskat,NONE,Italy,en
inspector tells of cowed dispatcher in abuse case a pc is accused of vulgar sexual harassment of a female ,Police Oracle,NONE,United Kingdom,en
facebook muslim s rape threat against ex muslim doesn t violate community standards you mean communist standards ,BK,NONE,NONE,en
i always wondered was this real ,That Guy ,NONE,NONE,en
i have been used abused beaten and rape but i still stand strong i am a black woman ,Dagga Ras,NONE,Canada,en
breaking news vince cable stalked by emotional bathtub filled with wine initiative,Confewsinternational,NONE,NONE,en
nope barca dumped him and he was a sideman there bullied by messi,im wolf,NONE,NONE,en
how horrifying and alarming ,Maushumi,India,India,en
my social media gets stalked daily by 10 different people for 10 different reasons ,MichelleA ,NONE,NONE,en
it obviously didn t but again chrissy makes a rape thre ,Princess Hotmess,NONE,USA,en
the united snakes us israel represent the biggest threat 2 world peace eu poll and the jews rape of the goyim s financial inst s too ,TAC,NONE,USA,en
islam muslims bansharia fgm is child abuse tuesday,Next Gen Earthlings,NONE,USA,en
the united snakes us israel represent d biggest threat 2 world peace eu poll and the jews rape of the goyim s financial inst s too ,TAC,NONE,USA,en
once more makes a veiled rape threat ,Princess Hotmess,NONE,USA,en
looool cucks and beckys are hilarious they get bullied by everyone,Jim,NONE,NONE,en
muslim woman writes islamic sex guide to help tackle abuse and is immediately abused by muslims ,Tommy Robinson ,NONE,United Kingdom,en
i m actually being bullied by ,A S H L E I G H ,NONE,Santa Cruz ,en
update killed second spider and wrote about important life lessons learned from this harrowing experience ,Vivi Hyacinthe,NONE,USA,en
tell it like it is tommy the british govt has been infiltrated and corrupted beyond recognition when will brits ,Steve Zodiac,NONE,NONE,en
actually being stalked by a bee just ket ne sit and have a fag in piece,alicia,NONE,United Kingdom,en
woman abused at 13 by her uncle reveals he secretly filmed her in the shower and said she d ,The Amed Post,NONE,NONE,en
this week i will not tolerate being bullied by you or your ls ,Blak D nsta ,NONE,USA,en
petertownsend7 rt trobinsonnewera muslim woman writes islamic sex guide to help tackle abuse and is immediately abused by musl ,Never a dhimmi,NONE,United Kingdom,en
being stalked and pitied by old people is still the worst thing ,9999999,NONE,NONE,en
youd be even more bullied by certain assists but thats a bridge to cross at a later date ,LukewarmHoliday,NONE,USA,en
imagine my shock ,SacramentoAnticomm,NONE,USA,en
i hope it includes a chapter on how to have sex in halala ,Hum Hindustani,NONE,NONE,en
i am not surprise it s in muslim blood to abuse their women ,Helping Hands,NONE,United Kingdom,en
children male or female 2confuse a child s basic biology w parents liberal agenda is abuse not progressive for ,Maryjoe,NONE,NONE,en
of akkad i m so sorry you re being cyber bullied by this monster ,Big Bully Boy Deluxe,NONE,NONE,en
lufc he s weak gets bullied by players with strength how s that gonna fare in the championship then mate ,Tom Warburton,NONE,NONE,en
geez wonder why ,Laurie,NONE,NONE,en
oh i heard about that she was the one that got bullied by that mean doctor right but i can t re , Compa ,NONE,NONE,en
max gets bullied by hxmp hamp made him cry in the chat,Tanner,NONE,NONE,en
woman abused at 13 by her uncle who refused to let her see her mum if she didn t let him touch her ,The Scottish Sun,NONE,United Kingdom,en
islam subjugates women as sexual release vehicles amp baby machines they r owned by males amp any attempts 2escape sla ,Maryjoe,NONE,NONE,en
funny ppl assume all dv victims are female men have trouble admitting when they suffe ,The Ex Liberal,NONE,USA,en
a woman has been sexually abused,RESPECT,NONE,NONE,en
what did she expect ,Gary vanderburg,NONE,United Kingdom,en
myanmar s rohingya cornered by poverty stalked by violence ,FRANCE 24 English,NONE,France,en
powerful personal trauma experience thank you oluwasen tu palace gate counselling service ,Lindsey Talbott,NONE,United Kingdom,en
new post i am not going to be bullied by fringe elements kamal haasan has been published on news in hands ,Rahul Patel,NONE,NONE,en
u will look like dopes if u rep rep in any form work with dems and do it rite don t let urselves b bullied by potus ,SharonBookworm,NONE,NONE,en
myanmar s rohingya cornered by poverty stalked by violence ,Narrendra Malhotra,NONE,India,en
bruh like everyone in the kpop world know arm ,Yes I just,NONE,NONE,en
how can you allow that horrible female continue to be with that precious baby girl put her in jail for child abuse that d work ,Kimberlye ,NONE,South Africa,en
so physically and mentally weak by february they ll be bullied to death again ,Wenger the Squatter,NONE,NONE,en
this is the way an abused woman acts so weird ,Pandora,NONE,NONE,en
no way go figure ,what me worry ,NONE,NONE,en
i feel sorry for this lady but this article is a sickly read i don t normally have a problem with this stuff but ,Crusader Keith,NONE,NONE,en
that bitch their head out to be bashed in israeli soldiers pointed a gun at a palestinian woman amp baby and verb ,B Tselem ,NONE,Israel,en
he said trump used your forehead to build the wall im weakkk ,Sabs Soul ,NONE,NONE,en
i get bullied by every single person i know what the heck ,kae pinned tweet,NONE,Scotland,en
this might be one of my favourite threads of all time ,Ish,NONE,NONE,en
the true fact is ur acc really wanna be stalked by me iya ga unni hehehhe, Sharon,NONE,NONE,en
incredibly tough men perhaps someone could make a note of their faces so they can face charges ,Mike Green,NONE,USA,en
ah idf cette arm e tellement morale ,Lynx Pirate,NONE,Palestine,fr
real tears ,naj ,NONE,Canada,en
back then i think we got bullied to fuck by the rival and by the player agent honestly t ,Spooky,NONE,United Kingdom,en
a woman who has been sexually abused should never be afraid to speak out because of the fear that nothing will happen ,Lakeshow,NONE,NONE,en
am i the only one being harrassed by call centre how do i stop them from calling me in the morning day amp evenings help fnb,Zanele Madiba,NONE,USA,en
i m sort of in a unique position here having been st ,Pam Rotella,NONE,USA,en
of akkad nothing like anti feminists swarming my feed to tell me that i must both think for mys ,A Gee,NONE,USA,en
couldn t make it up ,Tony,NONE,NONE,en
b tselem brave volunteers expose reality on the ground ,Blake Selzer,NONE,Jordan,en
daily work of israeli organizations defending human rights and the rights of the palestinian population ,Laura Ballarin ,NONE,Belgium,en
yes they are bullied by the radical minority guaranteed we millions boomer are the majority of their cu tomer ,Caron Stewart,NONE,USA,en
i m just going to pronounce a gif as both ways because i ve been bullied by both parties and i m tired,litty liz,NONE,USA,en
it s 11 am and i am being bullied by my mom for not picking up eggs,Amanda Offenback,NONE,USA,en
this poonawala is shiit head he insults modi ji with condom photo makes sexist remarks on smriti irani he s shameless,LionTiger,NONE,USA,en
muslim woman writes islamic sex guide to help tackle abuse and is immediately abused by muslims ,BadReligion UK,NONE,Greece,en
this is how their pacs abuse amp harass female graduate students ,Christina Masden,NONE,NONE,en
hq i d like someone to contact me please i m being stalked for profit by a kidnapper its been like this for eight yrs now ,Jill Thrussell,NONE,United Kingdom,en
in an exclusive essay pretty little liars showrunner i marlene king talks being bullied by fans , ,NONE,USA,en
gay note i do not favor abusive comments but a comment like you are female like it or ,Mark F ,NONE,USA,en
actually sir they are doing their job they re voting with their hearts and brains they won t be bullied by a billionaire ,Donna White,NONE,Canada,en
an asshole stalked me amp tried to scare me on the road by swerving his car in my lane did it 4 5 times why can t these people just die , ,NONE,NONE,en
now this is true difference between a female leader amp feminist leader ,Becky Juna Turyatung,NONE,Africa,en
in an exclusive essay pretty little liars showrunner i marlene king talks being bullied by fans via ,Mickey P rez,NONE,NONE,en
4 but he passivley goes along getting bullied by one thug after the next until he explodes which just kind of works out ,Warren Sikes,NONE,NONE,en
julio abuse and mistreat a dog they eventually bite back runaway or become scared of people the same with a , ,NONE,USA,en
that bitch their heads ought to be bashed in israeli soldiers pointed a gun at palestinian woman amp baby amp verba ,B Tselem ,NONE,Israel,en
ike mckinnon shares his harrowing experience during the detroit uprising ,Mark Brush,NONE,USA,en
imagine being a black man bullied out of a job by a white man and being blamed this fandom is honestly the worst,grace,NONE,NONE,en
my friend got cheated by his boyfriend ughhh man , ,NONE,NONE,en
my friend got cheated by her boyfriend ughhh man , ,NONE,NONE,en
i m getting fucking bullied by pc,family friendly cait,NONE,NONE,en
shocking ,Michael Harris,NONE,United Kingdom,en
imagine my shock ,WinecellarCat,NONE,Japan,en
might help if you curb all the surveillances of corporations on employees without probable clause being stalked by bosses ,Patrick Norton,NONE,NONE,en
and i was thinking that i am stalked by people ,Cr st n The ,NONE,NONE,en
what a surprise muslim nazis don t want women to enjoy sex that s why they agree with fgm ,emma griffiths,NONE,NONE,en
thread but especially this tweet ,Don Branum,NONE,USA,en
billions of us dollars support this ,mrl,NONE,NONE,en
idf or correctly iof wants to thank you thom for your ongoing support and solidarity with their just ,dido corleon,NONE,NONE,en
then you have absolutely no idea what it s like to be harassed and stalked by rabid women on twitter ,Mrs SMH,NONE,USA,en
life s hard when you re wealthy for being a terrible writer amp not knowing enough about your own show to avoid falli ,Chris LaRose,NONE,NONE,en
trust me i ve been bullied by them ,Hacipa,NONE,NONE,en
you re the bully tho , luke,NONE,United Kingdom,en
in an exclusive essay pretty little liars showrunner i marlene king talks being bullied by fans via ,Cori Mathis,NONE,Greece,en
stand firm and do not be bullied by the press or trump it isn t about party ,T Fillmon,NONE,NONE,en
ur sunggyu get bullied by his members babysoul get bullied by her members daeyeol get bullied by his member woollim s leaders fate indeed,INTL BASE USE LINK ,NONE,NONE,en
woman abused at 13 by her uncle who refused to let her see her mum if she didn t let him touch her ,Mikkil,NONE,United Kingdom,en
numerous allegations of female staff bullied by male managers workplacebullying heforshe or ,LeProf,NONE,United Kingdom,en
it s ok she is a liberal a woman a woman of color so she is being abused by the white supremacist,Proud American 1st,NONE,USA,en
bullied amp enslaved by banks as greece goes so goes the world the inf via ,Antonio Georgoudakis,NONE,Canada,en
i wonder will daeyeol also follow both leaders in their unique airport fashion sense it s not bad just unique in th , ,NONE,NONE,en
her name is umm and i find that more amusing than it really is ,White Devil,NONE,NONE,en
have that weird feeling that you re being stalked by your friend when i block someone i know irl ,gong myung pics,NONE,NONE,en
we must look at the societal causes that increase the female prison population abuse is common among female prison ,Mia Brett ,NONE,New York,en
who remembers laviolet s snow white jodi arias abused woman defense the truth is stronger than bull sh t ,LITA PERNA,United States,NONE,en
get bullied by you all ,Ryan Thng,NONE,Singapore,en
obviously they face sexist remarks from their colleagues when they announce their married but eventually those pieces of shit at work,YesBut,NONE,NONE,en
schools are teaching only safe spaces or the far leftists ideas any thing else amp the get bullied by t ,Linda Nicholson,NONE,NONE,en
this shit is seriously cracking me up people were throwing albums at her ,lil meep,NONE,Philippines,en
woman abused at 13 by her uncle who refused to let her see her mum if she didn t let him touch her ,Irish Sun,NONE,Ireland,en
am sad cuz some1 says that i m disabled irl and legit got bullied by people sobs sobs ,Tracy,NONE,NONE,en
call me crazy i don t see the british being bullied by medieval savages not for long anyway ,Slippin Jimmy,NONE,USA,en
1 in 6 teens admitted to have cyber bullied someone before with the increased access to social media by teenagers this is worrisome ,Ivy Aspire Nigeria,NONE,NONE,en
omg i m sorry but like this is a little funny ,SirCarter Rumi,NONE,USA,en
the occupation is destroying the soul of israel ,Terry Wister,NONE,Canada,en
muslim woman writes islamic sex guide to help tackle abuse and is immediately abused by muslims ,dr baheej,NONE,United Kingdom,en
fgm female genital mutilation is a islamic authorized form of child abuse why is the world silent 1500357370,Zvi Lando,NONE,Israel,en
maybe it was bullied by a roomba robotuprising ,Ricky Carch,NONE,USA,en
you really are a bunch of pathetic cowards it s no wonder you only feel brave when you harass an ,Dara de Br n,NONE,Ireland,en
this is bs only 2 fuking genders male amp female start putting these idiots in mental institutions where they belon ,Kname,NONE,NONE,en
this is a crime equal to murder and genocide whoever commits this evil will die by the hand of god ,DeplorableJavayna,NONE,NONE,en
talk without the walk is stalked by unnecessary emptiness fill to fulfill the fields full of relief ,THb,NONE,Kenya,en
bullied by having an opinion and we re the snowflakes ,Alicia Norman,NONE,USA,en
exactly and they are being thrown aside by society men who abuse them and male and female c ,Ngosa Whoopi Chungu,NONE,Zambia,en
me and my dog got stalked by a dude in a grey car yesterday and today that s news i guess he followed us home so knows where we live too,Cait ,NONE,NONE,en
how did she do it top female executive almost didn t take job to tackle nfl s ray rice domestic abuse scandal ,Women in the World,NONE,USA,en
aw poor prez and the gop bullied by dems or maybe everyone realizes your health bill is a crock ,Damien,NONE,USA,en
already done sadly blocked by senior management employees have a right to a safe place to wor ,DNV GL Whistleblower,NONE,Norway,en
woman abused at 13 by her uncle who refused to let her see her mum if she didn t let him touch her ,The Scottish Sun,NONE,United Kingdom,en
1 in 6 teens admitted to have cyber bullied someone before with the increased access to social media by teens these stats are worrisome,Ivy Aspire Nigeria,NONE,NONE,en
this will forever be funny to me , Lee Hyori ,NONE,NONE,en
another example of the courageous work do in defence of human rights proud to be associated w them ,sorley mccaughey,NONE,Ireland,en
3 teach children confidence most kids who are bullied tend to have low self esteem that is further reduced by repeated teasing amp taunting,Ivy Aspire Nigeria,NONE,NONE,en
you to protect him and scared of girls being rejection not good at sports at all and been bullied and beat up by the popular jocks guys ,xani katana,NONE,USA,en
lokmanya tilak kin booked for rape victim claims threat to life socialnews ,Social News XYZ,NONE,USA,en
she eventually moved out as she was tired of being harrassed she blocked his number as he kept calling all the time and at odd hours ,Baynham Goredema ,NONE,South Africa,en
loyal to who the bill was horrible i m glad they stood up for their constituents even if it do ,Angie Holland,NONE,USA,en
saul aren t tired of being bullied and humiliated by yet what a shit show ,Kelly,NONE,USA,en
roflmaoooooo throwing beyonc albums at her on the street got me in cardiac arrest ,Xanthippe,United States,USA,en
campaiqn waspi woman know all about vicious and spiteful ,GRASPI,NONE,NONE,en
how horrible for you i was badly bullied by one boy but had good friends around me to stand up for ,Cookie Munster,NONE,United Kingdom,en
where can you turn when you feel bullied by a company ,Michael D Finn Esq,NONE,USA,en
waspi s woman know all about spiteful and vicious ,GRASPI,NONE,NONE,en
qizai is a cute ass fucking panda but i heard he gets bullied by other ones ,Alice,United States,NONE,en
hopefully the few republicans that are against it won t be bullied by you amp will continue to be strongly against it ,Jamie Ciuffo,NONE,USA,en
it s mindsets like this that perpetuate abuse culture and rape culture let s leave this in 2017 for good ,smash monuments,NONE,USA,en
i just saw a woman on a d tum related thread say she d been getting abused by hardleft brocialists all day out of curiosity i checked gt ,Ally Fogg,NONE,United Kingdom,en
this fake tweet has been making its rounds for so long that people are actually starting to believe that it s true ,M a n e,NONE,USA,en
the main reason trump acts unpresidential is becuz he is unpresidential we r being bullied now by his cult voters ,Luanna Meyer,NONE,USA,en
girl 16 found hanged in school toilets was being bullied by classmates ,Maureen Fitzsimmons,NONE,United Kingdom,en
a teenage girl was found dead in toilets at her school after complaining she was being bullied by other students ,Maureen Fitzsimmons,NONE,United Kingdom,en
join saint and you will get bullied by my highly trained army of weebs,Saint Rvchy 2D LEAD,NONE,NONE,en
the type of disrespect ,Fatty Rat,NONE,USA,en
why would tech women abused at work talk to this woman about it she sat and did nothing when ailes harassed her at ,Joe Bua,NONE,USA,en
lmaoooo damn beyhive is ruthless ,Justine,NONE,USA,en
student is bullied for being albino then she gets payback by becoming a model ,Puns,NONE,NONE,en
india saying no to australia on malabar exercise shows that still we like getting bullied by rogue china,RKU1,NONE,India,en
that is dumb on so many levels poor snowflakey boy ,Marcy,NONE,NONE,en
love to see connor mcgregor and oj fight in the ring if oj gets paroled on thursday proceeds go to help abused wom ,bargainbarge,NONE,USA,en
i was stalked and harassed by a guy in my building and y all literally had a chat over the phone with him but i m schleep on this,jacqueline,NONE,NONE,en
nope not when he was being abused and harrassed and called a cunt all week on twitter h ,jamie byrne,NONE,Ireland,en
i grew up during the cold war getting bullied by this thug of a country is not okay ,Holly LeCraw,NONE,NONE,en
report the matchups haven t been bullied by the leftist media poll means little remember the election polls ,Steven A Mitchell Sr,NONE,USA,en
supporting the excruciating and lifelong dysfunction of female ge , ObsessedAbroad ,NONE,NONE,en
nothing she didnt deserve ,sirumi stan ,NONE,NONE,en
no pleasure for the muslim female more than likely all subjected to fgm ,Chris Russell,United Kingdom,United Kingdom,en
farage banks i hope nigel farage and the others are pleased with thems ,June Randeria,NONE,United Kingdom,en
being hate stalked by yall for,RKuuleiQ,NONE,USA,en
lokmanya tilak kin booked for rape victim claims threat to life lead window to news ,Window To News,NONE,India,en
what is the definition of rape unlawful entry forced or under threat are they ,Patrick,NONE,NONE,en
already read that it s not i m fully depressed or felt i m bullied i m being ignored by my close friends family ,Sho saka,NONE,United Kingdom,en
i think our ego and a deep desire to be right before fellow man rather than be right before god has caused this ,Kono Atye Kwene,NONE,Uganda,en
d way keerti s been behaving leaving the home she s adithya part 2 dd she do dat to make naira bullied again by dadi ,Kaira1,NONE,NONE,en
christian woman denies god turns on family is abused by her husband standingfirm on bookbuzzr ,geraldcandersonsr,NONE,USA,en
keri boo i would have never admitted this just chalk it up beyhiveruthless ,Yonce Carter,NONE,USA,en
be steadfast don t be bullied by trumpcare peoplenotpartisanship ,Miss Irreverence,NONE,NONE,en
uthdjdhdhbgbhbvfg the hive wild ,Yon ,NONE,NONE,en
there is no mistake of my being targeted persecuted for my faith harassed tortured abused and stalked by those that are evil ,Rosemeka,NONE,NONE,en
myanmar s rohingya cornered by poverty stalked by violence ,Xania Tube,NONE,Belgium,en
my friends bully me my child is bullied by his friends ,Done With Bullying,NONE,NONE,en
we chose to sell walker because off the field issues bullied by united in past th ,Simon,NONE,United Kingdom,en
i m being bullied by several i m just a smol human that grew up in the 6ix livin my life to the fullest,Dwight Astorga,NONE,NONE,en
people underestimate the psychological toll on a person who is being bullied ,Querencia,NONE,NONE,en
cyber bully a high school girl finds herself being bullied by fellow students through a popular social website ,DONT TALK TO ME ,NONE,NONE,en
my 14 yr old sister gets bullied daily by other 14 yr olds for our parents dying lol kids nowadays ,Emma ,United States,USA,en
i can t believe that at the age of 25 i feel like i m being bullied by 12 year olds dunno quite how to feel ,Niamh Devereux,Ireland,Ireland,en
of akkad whats more hilarious is how young men are mocked and bullied for being virgins by their peers ,The NaZuro,NONE,USA,en
this is still od funny i giggle at the thought of folks throwing beyonc cds at keri while she walking down the st ,Omega Bottomus Prime,NONE,USA,en
thank you lois i feel bullied by eva today ,Ryan,NONE,United Kingdom,en
never be bullied by negativity axelhappy quotes, AxelHappy,NONE,Australia,en
yasss even if i ve covered almost my entire body and not wearing any tight clothe sometimes i m still being ca ,Shafira F A ,NONE,Indonesia,en
finally left my job after being stalked harassed by a housekeeper for 6 months imfreeeeeeeeee,amelia,NONE,USA,en
shut the fuck up man always blaming other people i m glad we didn t get bullied by madrid and in ,Adi9,NONE,United Kingdom,en
this really does have to stop ,Denise Dutton,NONE,United Kingdom,en
really thought he was getting bullied there by wilshire ,Gary Morrissey,United Kingdom,USA,en
bebop they don t know their worth when you can get the abused to back their abusers you win ,Livey,NONE,NONE,en
blossom u dom mun suka being bullied by cuba rhythmcity,MissBIKO ,NONE,United Kingdom,en
just been verbally abused by some woman for no reason just walking with my headphones on the fuck ,Josh Hancock,NONE,United Kingdom,en
im being bullied by my own bestfriend, ,NONE,NONE,en
g1 scooby2000 to be fair a lot of the people taking an anti position seem to have been baited and bullie ,Derek La Casta,NONE,United Kingdom,en
liam deserves better but lou haz and niall don t ignore him lmao where ,Sophie misses Louisa,NONE,United Kingdom,en
why would miss pro wrestling when he can spend his time getting bullied by johnny bananas on ,Jervis Tetch,NONE,NONE,en
susan collins is a wonderful example of objective bi particisan thinking she is not ,Michael Grossman,United States,USA,en
infact i think he has been let down by bcci and bullied by captain coa ,notajournalist,NONE,NONE,en
tangle kallio this is the stupidity of your silicon brain s ,bellabac,NONE,USA,en
i m getting bullied by capcom vs snk 2,Dennis tired ,NONE,Germany,en
we re not done bill we won t be bullied by policy because they hated obama they will be held accountable ,insuranceboy,NONE,NONE,en
it s not disrespect he feels he s surrounded by below average players also doing great with peanut wage ,Aby,NONE,Nigeria,en
labour left unwilling to debate abuse of female candidates during election i wonder why ,Dyfed Roberts,NONE,United Kingdom,en
i don t deserve to be bullied by you,Kristen,NONE,NONE,en
my beloved grandma found out i was being bullied by a kid raised by a single parent she told this ,Sonya,NONE,Canada,en
muslim woman writes islamic sex guide to help tackle abuse and is immediately abused by muslims ,Roger the Dodger,NONE,NONE,en
this the same girl who tried my man drake by saying she travelled on tour with him jdkdkdkdkd ,L ,NONE,NONE,en
should go like this times sanchez has been bullied out of a club by pedro 1 ,Was DaveTheSpaniard,NONE,United Kingdom,en
zastanawiam si czy istniej osoby kt re nigdy nie by y bullied,Hector,NONE,NONE,pl
i m being bullied by the hannah s, ,NONE,NONE,en
please retweet this please don t tell me that women aren t abused sold forced into marriage amp childbearing amp the ,Anna Arnone,NONE,United Kingdom,en
the abuse and terrible treatment of female porn stars subconsciously becomes okay because the ,twelve,NONE,NONE,en
really important piece by ,Jessica Asato,NONE,United Kingdom,en
that one time he gave a needless foul on the edge of the area or consistently getting bullied by anyone above leag ,Jake ,NONE,United Kingdom,en
